customer_id,saldo_mora,dias_mora,intentos_previos,wait_time_seconds,call_center_load,product_type,segmento_riesgo,iv_menu,call_time,hora_llamada,abandono
2303,3594.05,90,0,311.2,0.71,Credito_Personal,Bajo,Consulta,2024-03-24,12,0
2304,1737.08,151,3,142.5,0.55,Tarjeta,Bajo,Acuerdo,2024-01-19,8,0
2305,13423.16,156,1,116.5,0.53,Tarjeta,Medio,Acuerdo,2024-04-30,21,0
2306,2529.32,308,4,123.8,0.56,Credito_Personal,Alto,Otros,2024-10-13,17,1
2307,455.61,364,1,61.0,0.89,Credito_Personal,Alto,Pago,2024-07-29,14,1
2308,4799.47,149,2,499.3,0.78,Hipoteca,Medio,Consulta,2024-09-03,16,1
2309,604.28,327,4,17.1,0.65,Hipoteca,Alto,Otros,2024-02-12,1,1
2310,2117.3,270,0,161.3,0.26,Tarjeta,Medio,Otros,2024-03-04,8,0
2311,3540.41,68,2,65.5,0.57,Hipoteca,Bajo,Consulta,2024-09-10,12,0
2312,10366.21,115,2,255.5,0.75,Hipoteca,Alto,Otros,2024-09-14,20,1
2313,3401.61,191,1,151.6,0.75,Credito_Personal,Bajo,Acuerdo,2024-10-04,13,0
2314,6057.65,3,3,99.1,0.75,Tarjeta,Alto,Pago,2024-12-02,8,1
2315,24680.08,74,3,333.1,0.5,Tarjeta,Medio,Otros,2024-03-28,14,0
2316,704.88,297,2,292.3,0.73,Tarjeta,Medio,Otros,2024-11-27,1,1
2317,1606.07,240,4,6.5,0.55,Hipoteca,Medio,Otros,2024-10-04,1,0
2318,2509.13,29,1,25.7,0.7,Credito_Personal,Bajo,Otros,2024-08-19,20,0
2319,2739.42,142,2,135.3,0.58,Credito_Personal,Medio,Pago,2024-07-30,4,0
2320,2646.82,325,4,305.9,0.86,Tarjeta,Medio,Pago,2024-11-18,15,1
2321,11908.74,182,1,67.5,0.75,Hipoteca,Medio,Pago,2024-09-27,12,0
2322,6259.39,15,2,4.7,0.68,Hipoteca,Bajo,Acuerdo,2024-02-12,9,0
2323,4681.26,110,0,123.7,0.91,Credito_Personal,Bajo,Consulta,2024-09-26,6,0
2324,1850.77,359,0,26.0,0.64,Tarjeta,Medio,Consulta,2024-03-14,2,1
2325,8680.4,200,2,96.4,0.49,Credito_Personal,Bajo,Otros,2024-05-06,23,0
2326,15512.19,106,3,58.3,0.86,Hipoteca,Medio,Pago,2024-01-20,18,0
2327,8607.39,161,0,98.0,0.74,Hipoteca,Medio,Otros,2024-01-23,22,0
2328,7.83,282,5,323.4,0.65,Tarjeta,Alto,Otros,2024-11-05,14,1
2329,5058.52,268,1,79.8,0.6,Tarjeta,Alto,Consulta,2024-04-12,0,1
2330,262.45,154,5,4.2,0.78,Hipoteca,Medio,Acuerdo,2024-03-02,9,0
2331,1489.38,72,2,104.4,0.82,Credito_Personal,Alto,Otros,2024-03-02,20,1
2332,306.85,196,5,47.3,0.58,Hipoteca,Medio,Otros,2024-11-25,8,0
2333,4629.12,242,2,180.7,0.78,Credito_Personal,Medio,Acuerdo,2024-11-12,19,1
2334,5801.21,85,2,76.2,0.74,Tarjeta,Alto,Consulta,2024-02-22,18,1
2335,607.94,286,5,162.3,0.58,Tarjeta,Medio,Otros,2024-05-10,20,1
2336,2421.23,258,0,287.4,0.7,Hipoteca,Medio,Otros,2024-05-03,17,1
2337,3046.2,285,4,54.0,0.62,Credito_Personal,Alto,Acuerdo,2024-01-20,6,1
2338,2302.67,148,2,545.4,0.89,Credito_Personal,Medio,Pago,2024-01-25,19,1
2339,644.99,354,4,19.5,0.6,Tarjeta,Medio,Acuerdo,2024-01-28,4,1
2340,2714.57,189,1,123.9,0.93,Tarjeta,Medio,Acuerdo,2024-01-16,20,1
2341,6955.09,216,4,4.2,0.72,Credito_Personal,Medio,Consulta,2024-06-16,15,0
2342,368.27,354,3,28.8,0.44,Tarjeta,Alto,Otros,2024-10-03,15,1
2343,417.89,85,6,120.5,0.37,Credito_Personal,Alto,Acuerdo,2024-03-11,6,0
2344,2190.75,215,1,5.7,0.67,Hipoteca,Medio,Acuerdo,2024-11-27,8,0
2345,14212.97,319,2,12.9,0.9,Tarjeta,Bajo,Otros,2024-12-27,7,1
2346,5521.73,117,1,41.3,0.88,Credito_Personal,Medio,Otros,2024-08-14,10,0
2347,5676.43,86,1,102.9,0.72,Tarjeta,Medio,Acuerdo,2024-12-03,6,0
2348,2246.46,39,3,1.9,0.59,Credito_Personal,Medio,Pago,2024-07-28,7,0
2349,4502.83,160,3,79.0,0.64,Tarjeta,Medio,Pago,2024-06-08,11,0
2350,50.91,190,1,117.9,0.73,Tarjeta,Bajo,Otros,2024-09-07,19,0
2351,5054.33,24,2,61.8,0.86,Tarjeta,Bajo,Consulta,2024-04-06,20,0
2352,12225.75,151,3,8.4,0.79,Credito_Personal,Medio,Otros,2024-08-12,1,0
2353,4741.15,94,5,113.3,0.85,Hipoteca,Medio,Pago,2024-09-30,20,0
2354,10345.42,45,0,111.7,0.8,Tarjeta,Medio,Acuerdo,2024-08-01,17,0
2355,6436.28,137,1,84.6,0.84,Tarjeta,Medio,Consulta,2024-05-13,12,0
2356,642.34,287,2,141.8,0.36,Credito_Personal,Medio,Otros,2024-07-05,0,0
2357,11637.12,352,5,28.0,0.57,Hipoteca,Medio,Acuerdo,2024-09-18,23,1
2358,343.77,163,2,136.2,0.53,Tarjeta,Alto,Pago,2024-09-27,1,1
2359,3817.5,15,1,21.1,0.52,Credito_Personal,Alto,Acuerdo,2024-04-11,0,0
2360,766.56,17,3,59.8,0.7,Automotriz,Alto,Consulta,2024-12-15,21,0
2361,58.88,135,1,8.4,0.48,Credito_Personal,Medio,Otros,2024-09-04,8,0
2362,2741.2,246,0,205.2,0.56,Credito_Personal,Alto,Pago,2024-10-12,20,1
2363,1748.08,247,2,92.7,0.69,Credito_Personal,Bajo,Pago,2024-08-08,6,0
2364,3327.66,330,2,425.1,0.46,Credito_Personal,Medio,Consulta,2024-03-24,21,1
2365,4304.28,197,2,342.4,0.63,Tarjeta,Alto,Otros,2024-04-14,18,1
2366,223.62,0,1,785.3,0.8,Tarjeta,Bajo,Consulta,2024-07-30,0,0
2367,656.26,189,2,12.8,0.52,Hipoteca,Medio,Otros,2024-09-20,17,0
2368,4089.5,293,3,111.9,0.82,Hipoteca,Medio,Consulta,2024-06-26,21,1
2369,2101.63,44,4,62.8,0.58,Hipoteca,Medio,Acuerdo,2024-05-24,20,0
2370,6531.38,336,1,91.3,0.74,Credito_Personal,Medio,Otros,2024-11-08,22,1
2371,5281.96,31,0,44.3,0.53,Tarjeta,Medio,Pago,2024-04-05,5,0
2372,9341.18,117,3,5.9,0.77,Hipoteca,Medio,Acuerdo,2024-01-27,2,0
2373,5896.28,295,2,147.6,0.65,Credito_Personal,Medio,Acuerdo,2024-02-27,11,1
2374,2809.99,183,1,405.1,0.77,Hipoteca,Medio,Acuerdo,2024-04-10,20,1
2375,5588.47,190,1,91.2,0.62,Tarjeta,Alto,Pago,2024-06-23,10,1
2376,1610.55,234,0,48.0,0.78,Hipoteca,Bajo,Otros,2024-02-26,6,0
2377,1828.68,237,3,334.2,0.83,Hipoteca,Bajo,Consulta,2024-11-01,13,1
2378,7779.13,215,4,54.4,0.72,Credito_Personal,Bajo,Pago,2024-12-11,20,0
2379,2956.74,73,2,295.1,0.63,Credito_Personal,Medio,Acuerdo,2024-06-07,2,0
2380,8006.86,110,2,232.3,0.66,Automotriz,Bajo,Consulta,2024-10-11,20,0
2381,8641.74,102,2,90.3,0.51,Credito_Personal,Medio,Pago,2024-08-10,22,0
2382,9744.25,358,4,135.6,0.73,Credito_Personal,Medio,Consulta,2024-10-06,7,1
2383,12422.65,73,3,144.6,0.79,Automotriz,Medio,Acuerdo,2024-07-09,22,0
2384,2819.24,251,2,123.0,0.93,Automotriz,Medio,Consulta,2024-11-19,4,1
2385,1919.99,113,1,21.0,0.9,Credito_Personal,Medio,Acuerdo,2024-03-17,2,0
2386,4363.75,312,0,141.6,0.55,Credito_Personal,Alto,Consulta,2024-09-20,21,1
2387,2319.49,329,1,0.4,0.73,Credito_Personal,Alto,Acuerdo,2024-09-25,9,1
2388,4594.9,338,2,148.6,0.68,Tarjeta,Bajo,Consulta,2024-05-08,21,1
2389,6113.84,237,2,97.1,0.88,Tarjeta,Alto,Pago,2024-09-06,22,1
2390,5830.26,172,3,36.1,0.59,Credito_Personal,Alto,Acuerdo,2024-07-09,6,1
2391,2346.44,78,1,195.4,0.83,Credito_Personal,Alto,Otros,2024-01-27,4,1
2392,912.77,92,0,62.4,0.55,Credito_Personal,Medio,Consulta,2024-12-02,13,0
2393,2815.24,49,1,79.8,0.68,Credito_Personal,Medio,Otros,2024-06-17,10,0
2394,769.22,284,3,3.4,0.57,Hipoteca,Medio,Otros,2024-01-27,7,0
2395,11040.79,222,4,61.6,0.41,Tarjeta,Medio,Otros,2024-12-11,2,0
2396,2122.3,80,0,22.0,0.56,Hipoteca,Alto,Pago,2024-12-28,5,1
2397,838.9,265,3,38.8,0.66,Hipoteca,Alto,Consulta,2024-02-15,16,1
2398,128.89,154,8,34.9,0.91,Tarjeta,Medio,Otros,2024-11-19,11,0
2399,5189.78,232,1,5.7,0.54,Tarjeta,Alto,Pago,2024-08-24,3,1
2400,5065.42,315,1,74.1,0.61,Automotriz,Bajo,Consulta,2024-07-05,23,1
2401,2082.16,235,1,88.7,0.48,Hipoteca,Medio,Otros,2024-07-21,10,0
2402,372.07,158,1,101.6,0.87,Hipoteca,Medio,Pago,2024-03-02,10,0
2403,2635.02,315,1,74.4,0.63,Tarjeta,Alto,Pago,2024-09-16,15,1
2404,1864.15,250,6,244.4,0.65,Tarjeta,Bajo,Consulta,2024-02-28,18,1
2405,5652.38,313,2,4.6,0.65,Hipoteca,Medio,Consulta,2024-02-01,3,1
2406,4654.22,300,3,114.2,0.41,Hipoteca,Medio,Pago,2024-12-01,12,0
2407,2267.45,281,3,241.3,0.48,Tarjeta,Medio,Acuerdo,2024-04-01,3,0
2408,1228.82,101,5,5.0,0.56,Credito_Personal,Bajo,Pago,2024-03-06,18,0
2409,22129.25,50,2,82.3,0.79,Credito_Personal,Alto,Consulta,2024-10-17,17,1
2410,3025.7,51,1,106.7,0.33,Tarjeta,Alto,Pago,2024-09-20,17,0
2411,5828.16,208,1,25.4,0.78,Credito_Personal,Alto,Pago,2024-02-26,22,1
2412,757.33,306,2,34.9,0.75,Credito_Personal,Medio,Acuerdo,2024-06-12,0,1
2413,3323.67,130,2,184.8,0.43,Credito_Personal,Alto,Acuerdo,2024-06-01,2,1
2414,139.61,269,1,100.6,0.65,Credito_Personal,Medio,Consulta,2024-07-09,5,0
2415,3520.59,204,0,45.5,0.87,Hipoteca,Medio,Acuerdo,2024-08-29,9,1
2416,16623.6,218,0,173.7,0.54,Credito_Personal,Medio,Otros,2024-03-04,10,0
2417,2424.22,256,1,164.8,0.62,Hipoteca,Medio,Pago,2024-08-05,18,0
2418,198.88,184,2,50.8,1.0,Credito_Personal,Medio,Consulta,2024-06-13,0,1
2419,157.23,144,0,80.5,0.75,Hipoteca,Bajo,Consulta,2024-03-25,12,0
2420,2455.01,177,2,131.1,0.66,Hipoteca,Alto,Consulta,2024-05-31,2,1
2421,871.92,13,1,50.5,0.63,Hipoteca,Medio,Acuerdo,2024-07-12,12,0
2422,118.15,245,1,119.0,0.76,Hipoteca,Medio,Pago,2024-08-05,19,1
2423,7057.31,186,2,34.7,0.8,Credito_Personal,Alto,Acuerdo,2024-07-19,0,1
2424,3067.27,336,3,41.4,0.38,Automotriz,Medio,Pago,2024-02-17,19,0
2425,1707.14,258,3,44.6,0.36,Credito_Personal,Bajo,Consulta,2024-09-01,8,0
2426,11517.09,353,0,330.0,0.55,Automotriz,Medio,Consulta,2024-10-21,9,1
2427,617.28,39,4,215.3,0.68,Tarjeta,Alto,Pago,2024-09-05,1,1
2428,15608.61,88,2,99.9,0.71,Credito_Personal,Bajo,Consulta,2024-04-09,18,0
2429,1884.15,124,3,99.6,0.44,Hipoteca,Medio,Otros,2024-07-09,20,0
2430,10964.34,350,2,6.9,0.67,Hipoteca,Medio,Pago,2024-08-11,14,1
2431,4618.38,8,3,125.8,0.69,Credito_Personal,Medio,Acuerdo,2024-02-26,5,0
2432,8763.87,349,3,47.7,0.57,Hipoteca,Alto,Pago,2024-11-23,4,1
2433,20679.95,83,0,113.7,0.62,Credito_Personal,Alto,Otros,2024-01-03,23,1
2434,1701.23,20,0,220.1,0.59,Credito_Personal,Alto,Otros,2024-05-11,4,0
2435,16238.37,280,1,5.6,0.77,Hipoteca,Medio,Otros,2024-09-11,20,1
2436,2467.24,357,3,112.1,0.7,Credito_Personal,Bajo,Acuerdo,2024-03-29,0,1
2437,2434.83,171,2,99.7,0.53,Credito_Personal,Medio,Consulta,2024-06-25,21,0
2438,2080.51,24,3,27.8,0.84,Automotriz,Alto,Otros,2024-03-31,22,1
2439,3897.97,102,0,124.8,0.49,Tarjeta,Medio,Consulta,2024-01-23,20,0
2440,837.04,189,4,97.1,0.44,Tarjeta,Bajo,Pago,2024-08-26,18,0
2441,4033.95,235,1,175.0,0.66,Tarjeta,Alto,Pago,2024-01-26,10,1
2442,3901.21,312,1,14.1,0.66,Tarjeta,Bajo,Pago,2024-07-25,12,1
2443,7175.36,36,5,70.4,0.71,Hipoteca,Medio,Consulta,2024-04-24,6,0
2444,8968.31,271,4,741.8,0.52,Tarjeta,Alto,Pago,2024-10-08,23,1
2445,2903.03,292,0,140.3,0.83,Hipoteca,Medio,Pago,2024-07-21,13,1
2446,1800.07,331,2,138.4,0.96,Credito_Personal,Alto,Acuerdo,2024-11-28,14,1
2447,1501.03,151,3,45.9,0.7,Credito_Personal,Bajo,Consulta,2024-02-13,22,0
2448,1082.23,281,1,11.8,0.75,Tarjeta,Bajo,Pago,2024-01-01,18,1
2449,296.88,19,1,358.3,0.38,Tarjeta,Medio,Otros,2024-06-12,4,0
2450,2096.16,136,3,13.4,0.63,Credito_Personal,Medio,Acuerdo,2024-12-16,22,0
2451,1575.25,358,3,590.5,0.6,Automotriz,Alto,Pago,2024-10-04,21,1
2452,16968.73,28,2,16.1,0.57,Credito_Personal,Medio,Consulta,2024-04-09,21,0
2453,4078.93,30,0,22.5,0.6,Credito_Personal,Alto,Pago,2024-04-26,2,0
2454,2133.01,18,3,44.2,0.62,Credito_Personal,Medio,Pago,2024-08-10,10,0
2455,4343.07,147,0,86.2,0.48,Hipoteca,Alto,Consulta,2024-11-12,20,1
2456,749.45,282,1,187.5,0.63,Credito_Personal,Medio,Acuerdo,2024-12-07,23,1
2457,2935.33,349,4,424.9,0.54,Automotriz,Alto,Consulta,2024-11-08,12,1
2458,4920.63,340,2,53.3,0.82,Automotriz,Alto,Acuerdo,2024-12-16,17,1
2459,3355.93,299,3,2.5,0.75,Credito_Personal,Medio,Otros,2024-05-28,17,1
2460,2568.97,162,0,115.1,0.75,Tarjeta,Medio,Otros,2024-11-18,15,0
2461,25455.21,112,1,148.9,0.85,Credito_Personal,Medio,Consulta,2024-02-22,18,0
2462,10614.45,149,3,60.8,0.58,Tarjeta,Alto,Otros,2024-07-06,6,1
2463,4882.94,329,1,24.3,0.74,Tarjeta,Alto,Pago,2024-03-01,9,1
2464,4212.62,254,0,43.8,0.86,Hipoteca,Alto,Otros,2024-11-26,1,1
2465,4846.62,86,1,128.0,0.57,Credito_Personal,Medio,Consulta,2024-09-24,3,0
2466,1123.93,349,2,81.8,0.4,Automotriz,Alto,Consulta,2024-02-11,23,1
2467,2513.77,97,2,163.2,0.6,Automotriz,Bajo,Consulta,2024-05-07,19,0
2468,201.3,131,3,29.5,0.84,Tarjeta,Bajo,Consulta,2024-06-24,14,0
2469,3226.99,311,3,221.4,0.56,Tarjeta,Bajo,Acuerdo,2024-03-25,0,1
2470,3915.63,96,3,20.3,0.63,Tarjeta,Bajo,Acuerdo,2024-07-17,3,0
2471,1292.23,97,3,48.0,0.58,Credito_Personal,Medio,Consulta,2024-08-10,22,0
2472,16625.19,289,3,107.3,0.67,Hipoteca,Bajo,Otros,2024-07-21,12,1
2473,12009.52,355,3,160.2,0.54,Tarjeta,Medio,Acuerdo,2024-07-11,7,1
2474,6403.25,226,3,37.1,0.48,Credito_Personal,Medio,Consulta,2024-07-24,21,0
2475,3811.27,144,1,355.1,0.63,Tarjeta,Medio,Pago,2024-10-05,5,0
2476,10199.92,155,2,146.9,0.66,Credito_Personal,Medio,Consulta,2024-10-25,7,0
2477,700.06,269,3,29.5,0.87,Tarjeta,Alto,Otros,2024-11-20,0,1
2478,7815.39,161,0,155.3,0.71,Tarjeta,Medio,Consulta,2024-02-09,1,0
2479,666.63,111,1,143.0,0.52,Credito_Personal,Bajo,Consulta,2024-11-07,23,0
2480,7904.51,330,1,167.7,0.59,Credito_Personal,Medio,Pago,2024-03-09,2,1
2481,1613.21,184,3,297.1,0.81,Hipoteca,Medio,Pago,2024-03-06,1,1
2482,10481.54,204,2,149.3,0.64,Tarjeta,Medio,Pago,2024-06-14,9,0
2483,14415.78,96,3,52.0,0.54,Hipoteca,Medio,Acuerdo,2024-03-10,4,0
2484,805.52,54,1,187.6,0.71,Tarjeta,Alto,Otros,2024-12-02,13,1
2485,3105.77,116,3,142.8,0.58,Credito_Personal,Medio,Pago,2024-05-12,16,0
2486,19813.26,92,0,102.5,0.77,Credito_Personal,Alto,Pago,2024-11-29,0,1
2487,3302.5,292,1,52.4,0.75,Tarjeta,Alto,Pago,2024-08-15,14,1
2488,9958.89,203,1,304.7,0.53,Automotriz,Bajo,Pago,2024-11-11,21,0
2489,4442.55,281,1,86.3,0.97,Tarjeta,Alto,Otros,2024-10-29,3,1
2490,2352.66,188,1,118.7,0.68,Hipoteca,Bajo,Acuerdo,2024-08-25,23,0
2491,1682.85,322,2,64.4,0.3,Credito_Personal,Bajo,Otros,2024-12-13,18,0
2492,1135.9,83,0,182.1,0.76,Hipoteca,Medio,Acuerdo,2024-03-16,9,0
2493,7173.19,179,5,50.1,0.31,Credito_Personal,Bajo,Otros,2024-12-18,2,0
2494,2443.21,273,2,199.7,0.86,Tarjeta,Medio,Acuerdo,2024-02-09,7,1
2495,3579.78,180,1,13.7,0.71,Credito_Personal,Alto,Otros,2024-10-06,17,1
2496,3389.57,180,3,148.1,0.68,Hipoteca,Medio,Otros,2024-01-18,1,0
2497,4305.21,282,3,77.8,0.69,Tarjeta,Bajo,Pago,2024-05-01,6,1
2498,10033.82,286,4,144.0,0.78,Tarjeta,Medio,Otros,2024-03-15,9,1
2499,19748.45,105,1,91.0,0.62,Credito_Personal,Medio,Otros,2024-08-25,19,0
2500,2617.73,128,4,17.3,0.69,Credito_Personal,Alto,Otros,2024-08-04,19,1
2501,8787.34,261,2,77.8,0.71,Credito_Personal,Medio,Acuerdo,2024-08-30,6,1
2502,7230.81,10,1,400.8,0.26,Tarjeta,Medio,Otros,2024-09-09,13,0
2503,4261.05,161,3,168.7,0.78,Credito_Personal,Medio,Consulta,2024-12-04,9,0
2504,15623.19,180,6,42.8,0.8,Credito_Personal,Medio,Acuerdo,2024-09-19,13,0
2505,1118.68,212,4,346.1,0.76,Tarjeta,Medio,Otros,2024-09-27,0,1
2506,578.54,273,2,181.1,0.74,Credito_Personal,Alto,Acuerdo,2024-04-21,8,1
2507,9619.44,20,0,54.4,0.93,Tarjeta,Medio,Acuerdo,2024-11-30,23,0
2508,2891.51,274,3,111.0,0.68,Credito_Personal,Alto,Pago,2024-07-12,18,1
2509,9385.57,259,2,66.8,0.69,Automotriz,Medio,Otros,2024-12-26,5,0
2510,11178.85,332,2,12.2,0.59,Hipoteca,Medio,Pago,2024-06-12,20,1
2511,322.47,115,3,196.8,0.4,Tarjeta,Medio,Acuerdo,2024-02-28,21,0
2512,10747.81,24,1,25.4,0.76,Automotriz,Medio,Pago,2024-03-11,18,0
2513,2973.93,332,1,73.5,0.61,Hipoteca,Alto,Consulta,2024-10-11,14,1
2514,3571.16,253,1,145.5,0.4,Credito_Personal,Medio,Consulta,2024-01-21,2,0
2515,4925.42,210,4,323.0,0.68,Credito_Personal,Bajo,Acuerdo,2024-01-12,20,0
2516,13044.37,304,1,7.8,0.67,Credito_Personal,Bajo,Otros,2024-01-08,3,1
2517,96.51,320,3,60.0,0.65,Credito_Personal,Medio,Consulta,2024-03-25,14,1
2518,3239.37,338,4,114.4,0.71,Hipoteca,Bajo,Otros,2024-01-24,18,1
2519,5819.31,256,1,181.3,0.45,Tarjeta,Medio,Acuerdo,2024-09-14,12,0
2520,6413.4,167,2,304.5,0.84,Hipoteca,Alto,Consulta,2024-01-13,17,1
2521,5896.93,336,1,0.1,0.75,Tarjeta,Medio,Otros,2024-03-29,9,1
2522,721.86,20,2,118.6,0.87,Hipoteca,Bajo,Acuerdo,2024-01-07,16,0
2523,1779.06,85,1,0.8,0.6,Credito_Personal,Medio,Pago,2024-08-26,23,0
2524,2221.41,14,2,185.7,0.75,Tarjeta,Alto,Pago,2024-10-22,18,1
2525,8159.37,49,3,19.5,0.41,Tarjeta,Bajo,Pago,2024-02-28,19,0
2526,1633.92,303,0,270.0,0.56,Hipoteca,Medio,Acuerdo,2024-12-21,0,1
2527,1183.08,304,1,20.2,0.48,Hipoteca,Alto,Acuerdo,2024-01-17,5,1
2528,15785.14,195,0,173.4,0.73,Credito_Personal,Medio,Consulta,2024-05-20,10,0
2529,44.51,363,4,41.0,0.52,Credito_Personal,Alto,Pago,2024-01-09,21,1
2530,30644.11,300,3,97.8,0.62,Credito_Personal,Alto,Pago,2024-06-18,19,1
2531,5647.75,287,1,112.5,0.69,Hipoteca,Alto,Acuerdo,2024-01-21,1,1
2532,8814.97,244,2,27.8,0.63,Credito_Personal,Alto,Acuerdo,2024-11-29,7,1
2533,1745.09,352,1,42.6,0.49,Credito_Personal,Medio,Consulta,2024-06-03,16,1
2534,72.09,200,2,13.6,0.93,Hipoteca,Alto,Acuerdo,2024-02-24,19,1
2535,6694.56,192,6,0.6,0.7,Credito_Personal,Bajo,Consulta,2024-02-04,3,0
2536,8983.19,335,6,32.8,0.94,Credito_Personal,Medio,Consulta,2024-08-06,15,1
2537,6744.53,145,2,87.1,0.53,Tarjeta,Medio,Pago,2024-03-29,18,0
2538,770.71,309,2,150.0,0.63,Automotriz,Alto,Pago,2024-09-24,3,1
2539,7000.5,126,3,189.3,0.7,Credito_Personal,Bajo,Acuerdo,2024-07-18,0,0
2540,7325.02,174,2,8.7,0.92,Hipoteca,Medio,Otros,2024-05-12,10,0
2541,5372.63,133,0,38.2,0.93,Credito_Personal,Medio,Consulta,2024-08-17,12,0
2542,7264.65,65,2,176.5,0.62,Credito_Personal,Alto,Consulta,2024-10-28,11,1
2543,9351.46,364,2,78.7,0.58,Tarjeta,Alto,Consulta,2024-06-22,7,1
2544,4754.46,278,2,24.1,0.69,Hipoteca,Medio,Consulta,2024-06-21,23,1
2545,463.89,245,4,59.8,0.87,Automotriz,Medio,Otros,2024-02-08,19,1
2546,3343.52,362,4,37.8,0.71,Credito_Personal,Bajo,Pago,2024-12-10,14,1
2547,404.15,236,2,6.2,0.73,Hipoteca,Bajo,Acuerdo,2024-09-30,19,0
2548,2617.39,170,0,173.1,0.87,Credito_Personal,Alto,Consulta,2024-07-05,0,1
2549,2613.7,50,2,41.4,0.84,Automotriz,Bajo,Otros,2024-03-27,23,0
2550,341.45,327,0,348.3,0.85,Credito_Personal,Bajo,Acuerdo,2024-06-06,9,1
2551,2144.85,358,3,262.8,0.79,Tarjeta,Medio,Acuerdo,2024-09-09,23,1
2552,588.28,152,2,151.2,0.9,Credito_Personal,Medio,Pago,2024-11-16,22,0
2553,8257.43,79,1,47.5,0.52,Automotriz,Alto,Acuerdo,2024-12-26,1,0
2554,14752.65,144,2,39.4,1.0,Credito_Personal,Alto,Pago,2024-06-17,8,1
2555,375.32,273,3,77.4,0.86,Credito_Personal,Alto,Consulta,2024-07-31,9,1
2556,15518.28,154,3,52.5,0.68,Tarjeta,Bajo,Otros,2024-11-06,2,0
2557,3696.76,336,3,277.7,0.87,Hipoteca,Bajo,Otros,2024-02-14,5,1
2558,1780.27,362,1,15.8,0.65,Automotriz,Medio,Acuerdo,2024-12-05,0,1
2559,399.88,324,2,154.7,0.77,Credito_Personal,Medio,Consulta,2024-11-18,12,1
2560,3471.98,335,1,113.3,0.79,Credito_Personal,Medio,Consulta,2024-01-17,5,1
2561,7911.92,142,2,197.0,0.83,Hipoteca,Medio,Pago,2024-03-31,8,0
2562,6139.39,297,2,93.8,0.63,Credito_Personal,Medio,Otros,2024-12-03,0,1
2563,257.66,33,1,119.2,0.83,Hipoteca,Alto,Pago,2024-07-20,12,1
2564,378.48,303,4,394.8,0.63,Tarjeta,Medio,Consulta,2024-10-02,4,1
2565,2578.13,238,1,11.6,0.81,Tarjeta,Alto,Consulta,2024-05-30,20,1
2566,1749.85,137,2,13.3,0.7,Tarjeta,Alto,Otros,2024-07-10,10,1
2567,1322.33,253,0,60.0,0.43,Tarjeta,Medio,Acuerdo,2024-04-12,4,0
2568,1649.5,4,0,76.8,0.59,Tarjeta,Medio,Otros,2024-08-16,12,0
2569,8135.03,175,2,26.8,0.83,Tarjeta,Medio,Consulta,2024-02-29,22,0
2570,13241.46,213,0,10.4,0.65,Tarjeta,Medio,Acuerdo,2024-01-07,1,0
2571,2596.83,363,4,2.7,0.88,Tarjeta,Alto,Consulta,2024-05-11,0,1
2572,11828.21,22,2,173.6,0.52,Hipoteca,Bajo,Acuerdo,2024-06-04,20,0
2573,1939.32,317,0,79.6,0.8,Hipoteca,Medio,Pago,2024-01-19,4,1
2574,3235.49,12,0,222.5,0.69,Hipoteca,Bajo,Pago,2024-05-13,7,0
2575,1281.1,240,5,53.7,0.66,Hipoteca,Bajo,Acuerdo,2024-01-26,18,0
2576,5114.87,275,2,145.9,0.52,Credito_Personal,Alto,Acuerdo,2024-10-22,20,1
2577,19311.67,91,1,80.5,0.73,Hipoteca,Bajo,Acuerdo,2024-04-02,4,0
2578,4625.31,107,2,113.6,0.55,Automotriz,Bajo,Consulta,2024-08-28,3,0
2579,2214.39,228,1,55.5,0.6,Credito_Personal,Alto,Otros,2024-05-28,19,1
2580,5218.03,151,2,10.2,0.68,Hipoteca,Alto,Otros,2024-01-05,1,1
2581,655.79,107,1,353.3,0.65,Credito_Personal,Bajo,Consulta,2024-11-13,1,0
2582,10975.79,288,3,217.0,0.85,Credito_Personal,Alto,Pago,2024-04-25,3,1
2583,3496.67,175,0,44.9,0.31,Tarjeta,Bajo,Acuerdo,2024-06-16,22,0
2584,2983.28,319,0,382.4,0.67,Hipoteca,Alto,Otros,2024-09-19,14,1
2585,4407.81,285,1,42.9,0.65,Credito_Personal,Medio,Pago,2024-06-03,2,0
2586,4901.27,363,3,70.2,0.7,Credito_Personal,Medio,Acuerdo,2024-04-27,11,1
2587,372.41,328,3,168.8,0.62,Credito_Personal,Bajo,Acuerdo,2024-06-07,21,1
2588,5738.23,364,2,44.4,0.85,Credito_Personal,Medio,Pago,2024-12-19,4,1
2589,1384.91,240,2,47.1,0.66,Tarjeta,Alto,Otros,2024-07-08,1,1
2590,6257.99,144,3,63.3,0.72,Credito_Personal,Medio,Acuerdo,2024-01-26,13,0
2591,8644.9,355,3,75.8,0.83,Automotriz,Medio,Acuerdo,2024-01-31,21,1
2592,8147.14,13,2,15.8,0.71,Credito_Personal,Medio,Otros,2024-01-12,22,0
2593,4020.4,274,1,2.1,0.51,Tarjeta,Medio,Otros,2024-09-10,18,0
2594,3671.62,70,1,301.8,0.64,Tarjeta,Alto,Acuerdo,2024-11-09,23,1
2595,770.86,314,1,52.3,0.68,Automotriz,Medio,Pago,2024-02-28,19,1
2596,7465.97,194,1,12.9,0.45,Tarjeta,Medio,Acuerdo,2024-08-05,18,0
